Close,DateTime,High,Low,Open,Symbol,Volume
114.28,1.51755E+12,116.92,114.09,116.49,JPM,16477307
108.8,1.51781E+12,114.59,103.98,113,JPM,30097591
112.11,1.5179E+12,112.48,106.61,106.85,JPM,33114833
112.87,1.51798E+12,114.45,111.146,111.55,JPM,21878324
107.88,1.51807E+12,113.11,107.84,113.11,JPM,27425837
110.04,1.51816E+12,111.05,106.2299,109.1,JPM,28188027
111.74,1.51842E+12,112.725,110.07,111.17,JPM,18043325
112.43,1.5185E+12,113.05,110.8,111.32,JPM,16358181
115.03,1.51859E+12,115.27,112.53,112.63,JPM,15186858
115.51,1.51867E+12,115.985,114.22,115.74,JPM,12130197
114.68,1.51876E+12,116.07,114.5,114.55,JPM,13214253
114.71,1.51911E+12,115.39,113.97,114.65,JPM,13461495
115.19,1.51919E+12,117.45,114.67,115,JPM,14212461
114.98,1.51928E+12,116.425,114.76,115.5,JPM,17070356
117.31,1.51937E+12,117.39,115.31,115.31,JPM,12162523
118.77,1.51962E+12,118.9,117.32,118.14,JPM,16511229
117.36,1.51971E+12,119.33,117.35,118.91,JPM,17563345
115.5,1.5198E+12,118.49,115.34,117.82,JPM,17735637
113.43,1.51988E+12,116.6427,112.65,115.48,JPM,18690017
113.32,1.51997E+12,113.56,111.12,112.39,JPM,18353697
115.06,1.52023E+12,115.925,111.89,112.05,JPM,13933039
115.16,1.52032E+12,115.82,114.32,115.64,JPM,10674360
114.73,1.5204E+12,115.1,113.11,113.75,JPM,13006514
114.74,1.52049E+12,115.23,113.21,115.11,JPM,11173721
118.04,1.52058E+12,118.08,115.67,116.55,JPM,15366583
117.66,1.52083E+12,118.75,117.25,118,JPM,12339295
116.25,1.52092E+12,118.47,115.83,118.2,JPM,13312340
114.95,1.521E+12,116.59,114.6,116.56,JPM,12905124
115.24,1.52109E+12,116,114.83,115.87,JPM,8747977
115.44,1.52118E+12,116.6015,115.34,115.34,JPM,19888948
114.53,1.52144E+12,115.45,113.3,115.1,JPM,13214919
114.64,1.52152E+12,115.445,114.445,114.87,JPM,9921175
114.74,1.52161E+12,116.63,114.21,114.81,JPM,13632983
109.95,1.52169E+12,113.6,109.54,113.2,JPM,22550426
107.01,1.52178E+12,110.92,106.76,110.27,JPM,23081509
110.31,1.52204E+12,111.16,108.645,109.19,JPM,20217469
108.17,1.52213E+12,111.69,107.3,111.07,JPM,18039921
108,1.52221E+12,109.1699,106.65,108.28,JPM,19189269
109.97,1.5223E+12,110.78,107.78,108.5,JPM,13274639
107.85,1.52265E+12,110.73,106.08,109.96,JPM,18822525
109.33,1.52273E+12,109.5025,107.26,108.36,JPM,14050737
110.99,1.52282E+12,111.21,107.02,107.1,JPM,15302608
111.88,1.5229E+12,112.83,111.39,111.63,JPM,16627035
109.09,1.52299E+12,111.55,107.82,110.55,JPM,18906018
110.4,1.52325E+12,112.98,109.89,110.01,JPM,15974349
112.51,1.52334E+12,112.87,111.42,112.13,JPM,14003640
110.62,1.52342E+12,111.81,110.515,111.66,JPM,14503294
113.37,1.52351E+12,114.39,111.5,111.56,JPM,16435523
110.3,1.5236E+12,115.15,109.05,115.02,JPM,39152760
110.21,1.52385E+12,111.47,109.79,110.94,JPM,16580538
110.21,1.52394E+12,111.92,109.99,111.37,JPM,15501350
109.32,1.52403E+12,111.07,108.89,110.53,JPM,16081436
111.72,1.52411E+12,111.87,109.5,109.53,JPM,17910955
111.47,1.5242E+12,112.74,110.88,112.3,JPM,15584384
110.93,1.52446E+12,111.95,110.63,111.57,JPM,11285831
110.41,1.52455E+12,112.9,109.59,111.75,JPM,16453112
109.99,1.52463E+12,110.53,108.6,110.27,JPM,13548246
110.1,1.52472E+12,110.82,109.34,109.97,JPM,10299488
109.4,1.52481E+12,110.1599,109.13,109.55,JPM,9383967
108.78,1.52506E+12,110.3,108.75,109.75,JPM,13744860
108.78,1.52515E+12,108.97,107.54,108.45,JPM,10503353
107.92,1.52524E+12,109.49,107.73,108.11,JPM,12162086
107.24,1.52532E+12,107.77,105.181,107.59,JPM,15379091
108.43,1.52541E+12,108.74,105.98,106.43,JPM,11967906
109.37,1.52567E+12,109.68,108.36,108.76,JPM,9356721
110.99,1.52576E+12,111.34,109.28,109.53,JPM,12543228
113.41,1.52584E+12,113.64,111.03,111.44,JPM,11368094
114.29,1.52593E+12,114.44,112.75,113.19,JPM,9159709
113.86,1.52601E+12,114.73,113.67,114.49,JPM,10253045
113.9,1.52627E+12,114.7,113.74,114.11,JPM,8710654
113.03,1.52636E+12,113.91,112.57,113.91,JPM,11536212
113.34,1.52645E+12,113.69,112.63,112.89,JPM,7571089
112.96,1.52653E+12,113.41,112.2,113.2,JPM,8617204
111.13,1.52662E+12,112.8,110.84,112.75,JPM,11806349
112.15,1.52688E+12,112.54,111.92,112.05,JPM,9441931
113.01,1.52697E+12,114.2852,112.29,112.35,JPM,11507550
112.49,1.52705E+12,112.77,111.12,112.51,JPM,11453916
111.23,1.52714E+12,112.15,110.115,112.14,JPM,14084769
110.66,1.52722E+12,111.08,110.195,110.46,JPM,8283548
105.93,1.52757E+12,109.2,104.955,109.18,JPM,30643840
108.35,1.52766E+12,108.6,106.65,107.64,JPM,17490845
107.01,1.52774E+12,108.19,106.42,107.95,JPM,19808203
108.4,1.52783E+12,108.94,107.8,108.34,JPM,13594185
108.45,1.52809E+12,109.255,108.27,108.99,JPM,9415437
107.84,1.52817E+12,108.31,107.07,108.24,JPM,10415231
110.36,1.52826E+12,110.74,108.48,108.66,JPM,15453563
110.8,1.52835E+12,111.5,110.025,111.18,JPM,13444427
111.11,1.52843E+12,111.14,110.06,110.62,JPM,10383168
110.83,1.52869E+12,111.91,110.77,111.12,JPM,12642897
110.19,1.52878E+12,111.53,109.52,111.14,JPM,15294082
109.97,1.52887E+12,111.445,109.58,110.46,JPM,14979749
108.03,1.52895E+12,110.36,107.78,110.28,JPM,20487343
107.9,1.52904E+12,108.38,106.27,107.8,JPM,26028572
108.18,1.5293E+12,108.4,106.69,107.26,JPM,9786825
107.55,1.52938E+12,107.88,106.6,106.9,JPM,12707154
107.54,1.52947E+12,108.64,107.44,108.18,JPM,8876903
107.51,1.52956E+12,108.2061,106.53,107.1,JPM,11048735
105.75,1.52964E+12,108.37,105.51,108.16,JPM,19938788
104.79,1.5299E+12,105.7,103.96,105.66,JPM,16907607
104.86,1.52999E+12,105.21,103.11,104.71,JPM,17086772
103.24,1.53008E+12,105.92,103.23,104.68,JPM,16276833
104.93,1.53016E+12,105.46,103.51,103.68,JPM,14491252
104.2,1.53025E+12,106.9,104.15,106.68,JPM,18972393
105.08,1.53051E+12,105.09,103.38,103.72,JPM,11130044
103.61,1.53059E+12,105.775,103.52,105.41,JPM,8311680
103.72,1.53077E+12,104.38,103.53,104.13,JPM,10723412
104.06,1.53085E+12,104.5,102.2,103.12,JPM,12173700
107.28,1.53111E+12,107.46,104.71,104.71,JPM,13900793
106.62,1.5312E+12,108.4,106.53,108.02,JPM,14575873
106.39,1.53129E+12,107.06,106.21,106.31,JPM,10186482
106.85,1.53137E+12,107.56,105.97,107.42,JPM,12456754
106.36,1.53146E+12,107.8,105.14,107.3,JPM,21303844
110.58,1.53172E+12,110.77,106.98,107.05,JPM,24662621
110.5,1.5318E+12,110.93,109.7499,110.69,JPM,14821876
111.53,1.53189E+12,112.12,110.2,110.42,JPM,14244944
109.89,1.53198E+12,111.09,109.73,111.06,JPM,16775305
111.28,1.53206E+12,111.74,109.78,110,JPM,13582631
113.35,1.53232E+12,114.24,110.93,111.06,JPM,18140010
114.15,1.53241E+12,114.78,113.42,113.55,JPM,14000419
115.18,1.53249E+12,115.52,113.38,113.88,JPM,13331966
114.85,1.53258E+12,115.585,114.581,115.42,JPM,11897769
116.03,1.53267E+12,116.3,114.81,115.18,JPM,12805930
116.73,1.53293E+12,117.61,116.06,116.28,JPM,13411618
114.95,1.53301E+12,117.08,114.82,117.08,JPM,15843763
115.66,1.5331E+12,116.69,115.28,115.75,JPM,13531590
116.15,1.53319E+12,116.25,114.33,114.57,JPM,11058108
117.09,1.53327E+12,117.13,115.94,116,JPM,11016102
117.12,1.53353E+12,117.53,116.18,116.79,JPM,9857351
117.55,1.53362E+12,118.29,117.33,117.74,JPM,10562067
117.79,1.5337E+12,118.2686,117.28,117.33,JPM,8997220
116.88,1.53379E+12,117.72,116.695,117.51,JPM,9694541
115.73,1.53388E+12,115.95,114.6839,115.5,JPM,12630949
113.89,1.53414E+12,115.878,113.815,115.56,JPM,10340337
114.65,1.53422E+12,115.04,113.6499,114.27,JPM,10597611
113.7,1.53431E+12,114.33,112.97,113.82,JPM,10152082
114.77,1.5344E+12,115.31,114.3,114.35,JPM,10118820
114.77,1.53448E+12,115.07,114.3,114.64,JPM,8505111
114.62,1.53474E+12,115.05,114.11,114.59,JPM,8618739
115.32,1.53483E+12,116.385,114.88,115.37,JPM,10976680
114.97,1.53491E+12,115.41,114.78,115.31,JPM,8314901
114.73,1.535E+12,115.15,114.43,114.96,JPM,9265593
114.68,1.53509E+12,115.22,114.451,114.98,JPM,8845718
116.71,1.53535E+12,117.28,115.17,115.22,JPM,13768021
116.14,1.53543E+12,117.03,115.97,117,JPM,8302618
115.76,1.53552E+12,116.37,115.36,116.35,JPM,7221744
115.19,1.53561E+12,116.04,114.98,115.59,JPM,8991802
114.58,1.53569E+12,114.84,113.819,114.83,JPM,13065719
115.15,1.53604E+12,115.24,113.63,114.34,JPM,10174177
114.59,1.53612E+12,115.7,114.25,115,JPM,11462446
114.1,1.53621E+12,114.7,113.5,114.5,JPM,9877635
114.32,1.5363E+12,114.77,113.63,114.5,JPM,10955590
113.71,1.53656E+12,114.97,113.66,114.85,JPM,8276936
114.43,1.53664E+12,114.575,113.18,113.54,JPM,9333781
113.08,1.53673E+12,114.88,112.85,114.25,JPM,10800758
113.52,1.53681E+12,114.13,112.67,113.37,JPM,12470769
113.5,1.5369E+12,114.49,113.23,113.81,JPM,10337948
113.84,1.53716E+12,114.43,113.3,113.79,JPM,9561297
114.3,1.53725E+12,114.655,113.56,114.33,JPM,7944210
117.62,1.53733E+12,118.06,114.44,114.44,JPM,16052776
118.63,1.53742E+12,119.24,118.08,118.5,JPM,15589976
117.85,1.53751E+12,119.23,117.74,119.13,JPM,24788247
116.72,1.53777E+12,118.46,116.4315,117.76,JPM,12492474
116.39,1.53785E+12,117.97,116.32,117.04,JPM,9308310
115.02,1.53794E+12,116.8699,114.66,116.75,JPM,14023640
114.52,1.53802E+12,115.76,114.16,115.42,JPM,13282987
112.84,1.53811E+12,114.24,112.52,113.65,JPM,15815120
113.5,1.53837E+12,114.61,113.04,113.37,JPM,10147110
113.97,1.53846E+12,114.12,112.8128,113.36,JPM,13753074
115.04,1.53854E+12,115.66,114.48,114.94,JPM,17141962
115.27,1.53863E+12,116.81,114.21,114.55,JPM,16357406
114.62,1.53872E+12,116.1,114.015,115.83,JPM,13777633
115.32,1.53897E+12,115.78,113.3534,114.25,JPM,14370869
114.52,1.53906E+12,115.03,113.67,114.67,JPM,14069477
111.47,1.53915E+12,114.95,111.47,114.7,JPM,23086389
108.13,1.53923E+12,111.47,107.38,110.97,JPM,33705616
106.95,1.53932E+12,110.83,105.6,110.37,JPM,32075740
106.34,1.53958E+12,108.85,106.32,107.2,JPM,18903216
108.62,1.53967E+12,108.78,106.73,107.16,JPM,19302764
109.83,1.53975E+12,110.8,108.23,108.38,JPM,18794482
108.09,1.53984E+12,109.84,107.81,109.02,JPM,17582467
107.91,1.53993E+12,109.22,107.27,107.65,JPM,15234549
106.36,1.54018E+12,108.34,106.1132,108.15,JPM,16199139
105.25,1.54027E+12,106.16,103.7,104.2,JPM,21407548
103.29,1.54036E+12,105.03,102.9068,104.76,JPM,23168916
104.86,1.54044E+12,105.9,103.72,104.18,JPM,17464708
103.42,1.54053E+12,104.56,102.73,104,JPM,19174916
104.85,1.54079E+12,106.63,103.7,104.46,JPM,18445175
106.7,1.54088E+12,106.98,104.86,105.71,JPM,18019681
109.02,1.54096E+12,110.48,107.79,108.08,JPM,20859992
108.98,1.54105E+12,110.22,108.32,109.62,JPM,13065023
108.38,1.54113E+12,110.81,107.49,109.9,JPM,19009493
109.09,1.5414E+12,109.29,108.42,108.61,JPM,10276448
109.6,1.54148E+12,109.67,107.76,108.67,JPM,10824959
111.48,1.54157E+12,111.73,109.35,110.37,JPM,12679585
112.38,1.54166E+12,112.925,111,111.01,JPM,11662499
111.29,1.54174E+12,112.36,110.83,112.23,JPM,10432161
108.95,1.542E+12,111.94,108.6,111.42,JPM,13279671
109.59,1.54209E+12,111.12,109.1,109.1,JPM,13746059
107.33,1.54218E+12,110.71,105.9836,110.23,JPM,18361433
110.07,1.54226E+12,110.08,106.81,108.24,JPM,19099954
109.99,1.54235E+12,110.76,108.55,109.45,JPM,13798551
110.83,1.54261E+12,111.2,109.5282,109.96,JPM,13986991
108.45,1.54269E+12,110.49,107.98,109.78,JPM,18936153
107.64,1.54278E+12,109.61,107.64,109.03,JPM,10619625
106.65,1.54295E+12,107.39,106.06,106.74,JPM,6488406
109.26,1.54321E+12,109.98,107.45,107.72,JPM,13948285
109.72,1.5433E+12,110.03,108.63,108.76,JPM,9238176
110.94,1.54338E+12,111.4,108.87,109.8,JPM,13977257
110.06,1.54347E+12,110.795,109.635,110.27,JPM,11144347
111.19,1.54356E+12,111.32,109.58,109.85,JPM,18652718
112.24,1.54382E+12,112.89,111.74,112.38,JPM,16033180
107.23,1.5439E+12,111.6,106.73,111.6,JPM,23555940
105.19,1.54408E+12,105.36,102.88,105.01,JPM,27213946
103.29,1.54416E+12,106.9817,102.91,105.16,JPM,19248595
101.36,1.54442E+12,103.49,99.28,102.87,JPM,23636429
100.37,1.54451E+12,103.66,100.21,103.13,JPM,16860677
101.02,1.54459E+12,102.9,100.0603,101.66,JPM,22621487
101.12,1.54468E+12,101.97,100.67,101.55,JPM,17250942
100.29,1.54477E+12,101.94,99.86,99.99,JPM,19879525
99.01,1.54503E+12,100.56,98.435,99.77,JPM,25113534
98.54,1.54511E+12,100.89,98.12,99.42,JPM,20837150
97.29,1.5452E+12,100.58,96.6,98.41,JPM,28767868
96.45,1.54529E+12,98.28,95.69,96.61,JPM,31825218
94.17,1.54537E+12,98.43,93.685,96.68,JPM,41313933
92.14,1.54563E+12,94.22,92.14,92.89,JPM,17009280
95.96,1.5458E+12,95.96,91.11,92.69,JPM,22542900
97.04,1.54589E+12,97.15,93.55,94.82,JPM,20304683
96.83,1.54598E+12,98.32,96.44,97.95,JPM,17963271
97.62,1.54624E+12,98.8085,96.77,97.59,JPM,13237180
99.31,1.54641E+12,99.78,95.94,95.95,JPM,15670850
97.11,1.5465E+12,98.89,96.69,98.64,JPM,16286426
100.69,1.54658E+12,100.93,98.28,99.11,JPM,16935205
100.76,1.54684E+12,101.47,99.7103,100.43,JPM,15430712
100.57,1.54693E+12,101.82,99.545,101.63,JPM,13578777
100.4,1.54701E+12,101.49,99.93,100.81,JPM,14230331
100.39,1.5471E+12,100.73,99.27,100.02,JPM,14376430
99.91,1.54719E+12,100.17,98.95,99.89,JPM,15439850
100.94,1.54745E+12,101.36,98.66,98.87,JPM,21258458
101.68,1.54753E+12,102.47,98.6,98.89,JPM,26504852
102.5,1.54762E+12,103.45,101.8,102.25,JPM,18532952
102.92,1.5477E+12,103.5,101.9208,102.11,JPM,14247564
104.59,1.54779E+12,104.9,102.83,103.77,JPM,16428710
102.94,1.54814E+12,103.59,102.13,103.08,JPM,17083681
102.68,1.54822E+12,103.7,101.965,103.44,JPM,12146678
102.74,1.54831E+12,103.09,101.94,102.13,JPM,11296764
103.39,1.5484E+12,104.31,102.74,103.51,JPM,14412559
103.88,1.54866E+12,104.24,102.59,102.89,JPM,12283089
104.17,1.54874E+12,105.11,103.7301,103.88,JPM,9743271
104.41,1.54883E+12,105.24,103.78,104.14,JPM,12526274
103.5,1.54891E+12,103.8,102.73,103.41,JPM,17520551
103.88,1.549E+12,104.8455,103.52,104,JPM,13000780
104.25,1.54926E+12,104.25,103.01,103.79,JPM,9871549
103.79,1.54935E+12,104.55,103.29,104.52,JPM,12762982
103.74,1.54943E+12,104.62,103.465,103.71,JPM,8744957
102.38,1.54952E+12,103.5,101.44,103.25,JPM,13177489
101.36,1.54961E+12,102.335,100.06,102.08,JPM,12892562
100.88,1.54986E+12,102.01,100.771,101.76,JPM,10978516
102.6,1.54995E+12,102.92,101.89,101.95,JPM,12852252
103.09,1.55004E+12,103.85,102.9,102.9,JPM,10754061
102.42,1.55012E+12,103.1,101.35,102.47,JPM,11518530
105.55,1.55021E+12,105.7,103.66,103.9,JPM,14716861
105.18,1.55056E+12,105.37,103.81,104.91,JPM,12764888
105.69,1.55064E+12,105.8,104.875,105.21,JPM,10030326
105.47,1.55073E+12,105.99,104.96,105.45,JPM,8400075
105,1.55082E+12,106.09,104.775,105.7,JPM,10647258
106.1,1.55107E+12,107.27,105.69,105.75,JPM,11230679
105.29,1.55116E+12,105.47,103.94,104.5,JPM,15465393
105.16,1.55125E+12,105.38,104.505,105.18,JPM,9968822
104.36,1.55133E+12,105.21,104.18,105.01,JPM,15156850
104.43,1.55142E+12,105.905,104.2,105.1,JPM,13813310
104.19,1.55168E+12,105.9155,103.2668,104.92,JPM,12466285
104.11,1.55177E+12,104.55,103.26,104.13,JPM,10856646
103.72,1.55185E+12,104.57,103.55,103.86,JPM,9070782
102.97,1.55194E+12,103.47,102.16,103.25,JPM,12705739
103.01,1.55202E+12,103.23,101.99,101.99,JPM,10582371
104.35,1.55228E+12,104.545,103.66,103.98,JPM,9763235
104.04,1.55237E+12,104.79,103.7544,104.59,JPM,10219100
104.39,1.55245E+12,104.98,103.95,104.19,JPM,13022241
105.34,1.55254E+12,105.87,104.46,104.5,JPM,10926470
106.55,1.55263E+12,106.8,105.23,105.41,JPM,24811730
107.19,1.55289E+12,107.785,106.5,106.55,JPM,12935514
106.8,1.55297E+12,108.4,106.55,108.2,JPM,12889267
104.52,1.55306E+12,106.65,104.41,106.43,JPM,14920658
102.87,1.55314E+12,103.49,102.2804,103.49,JPM,19751044
99.76,1.55323E+12,102.32,99.52,101.82,JPM,31113709
98.93,1.55349E+12,100.57,98.09,99.59,JPM,21032295
99.92,1.55358E+12,100.4,98.82,99.82,JPM,15987129
99.58,1.55366E+12,100.4499,99.08,99.88,JPM,12753234
100.71,1.55375E+12,100.8,99.74,100,JPM,12454070
101.23,1.55384E+12,101.99,100.585,101.54,JPM,14523395
104.64,1.55409E+12,104.68,102.12,102.15,JPM,17499280
105.14,1.55418E+12,105.44,104.33,104.6,JPM,10295539
105.35,1.55427E+12,106.36,104.785,105.81,JPM,11499209
105.56,1.55435E+12,105.73,104.45,104.55,JPM,11952078
105.31,1.55444E+12,106.11,104.99,105.8,JPM,9933660
105.65,1.5547E+12,105.65,104.91,105.11,JPM,8056282
104.87,1.55479E+12,105.2,104.25,105.08,JPM,9092188
105.34,1.55487E+12,105.715,104.47,105.13,JPM,10882304
106.23,1.55496E+12,106.73,105.56,105.71,JPM,11183845
111.21,1.55505E+12,111.85,108.88,109.44,JPM,25834073
109.94,1.5553E+12,111,109.12,110.92,JPM,15163815
111.1,1.55539E+12,111.39,109.86,109.9,JPM,11583232
114.3,1.55548E+12,114.66,111.01,111.7,JPM,17791890
113.46,1.55556E+12,114.945,113.33,114.53,JPM,12501949
113.6,1.55591E+12,113.93,112.6622,112.83,JPM,7975860
113.74,1.556E+12,114.37,112.85,113,JPM,9193318
113.55,1.55608E+12,114.15,112.81,113.26,JPM,9245743
113.61,1.55617E+12,114.145,112.5,113.01,JPM,9311768
114.47,1.55625E+12,114.58,113.6,113.95,JPM,7889519
116.12,1.55651E+12,117.155,114.445,114.6,JPM,14242237
116.05,1.5566E+12,116.724,115.26,116.43,JPM,11389147
115.16,1.55669E+12,117,115.11,115.72,JPM,10412881
115.41,1.55677E+12,115.7753,114.58,115.17,JPM,8613305
116.12,1.55686E+12,116.68,115.67,116,JPM,8185409
115.09,1.55712E+12,115.47,113.72,114.18,JPM,9387010
113.21,1.55721E+12,114.03,112.285,114.03,JPM,15017725
112.61,1.55729E+12,113.67,112.46,112.66,JPM,9576075
112.52,1.55738E+12,112.74,110.58,111.14,JPM,12205866
112.51,1.55746E+12,112.84,110.54,111.75,JPM,13189381
109.45,1.55772E+12,110.45,108.98,110.08,JPM,13783652
110.32,1.55781E+12,111.72,109.5,109.55,JPM,10503672
109.9,1.5579E+12,110.8958,108.61,109.21,JPM,10142048
111.31,1.55798E+12,112.17,110.59,110.62,JPM,9672729
110.77,1.55807E+12,111.75,109.8257,110,JPM,9570477
111.35,1.55833E+12,111.81,110.37,110.58,JPM,8518244
111.73,1.55841E+12,111.92,111.215,111.44,JPM,7967976
110.82,1.5585E+12,111.79,110.75,111.4,JPM,7918898
108.64,1.55859E+12,109.79,107.5,109.64,JPM,14557969
109.71,1.55867E+12,109.96,109.19,109.52,JPM,8537252
108.52,1.55902E+12,109.83,108.44,109.2,JPM,11665579
108.22,1.55911E+12,108.4,107.06,107.45,JPM,9966365
107.06,1.55919E+12,109.18,106.54,108.65,JPM,10367822
105.96,1.55928E+12,106.589,104.84,105.56,JPM,10952857
106.46,1.55954E+12,106.86,105.3,105.8,JPM,11680745
109.74,1.55962E+12,109.9,107.13,107.85,JPM,12858587
110.13,1.55971E+12,110.38,108.6376,109.86,JPM,8340484
110.37,1.5598E+12,110.87,108.9307,110.15,JPM,8726664
109.16,1.55988E+12,110.02,108.96,109.7,JPM,10618932
110.34,1.56014E+12,111.21,110.215,110.75,JPM,11380602
110.68,1.56023E+12,111.57,110.37,110.82,JPM,9847999
109.27,1.56032E+12,110.9,108.89,110.7,JPM,9670511
109.54,1.5604E+12,110.16,109.05,109.46,JPM,8406903
109.82,1.56049E+12,110.3027,108.63,109.57,JPM,9077685
109.22,1.56075E+12,110.37,109.06,109.7,JPM,8128583
110.71,1.56083E+12,111.405,108.98,109.01,JPM,11057340
109.91,1.56092E+12,111.59,109.695,110.82,JPM,13126542
110.19,1.56101E+12,111.085,109.0331,110.88,JPM,13638199
109.44,1.56109E+12,111.67,109.09,110.19,JPM,27089546
108.66,1.56135E+12,109.77,108.535,109.28,JPM,13039577
107.76,1.56144E+12,108.98,107.67,108.68,JPM,18660111
108.48,1.56153E+12,109.31,108.16,108.3,JPM,10324609
108.84,1.56161E+12,109.55,108.44,108.84,JPM,10906607
111.8,1.5617E+12,112.43,110.9,111.04,JPM,21634683
113.68,1.56196E+12,114.52,113.08,113.23,JPM,12762478
113.8,1.56204E+12,114.2,113.22,113.51,JPM,10182625
112.82,1.56213E+12,113.87,112.26,113.34,JPM,6849443
113.49,1.5623E+12,114.27,112.92,113.51,JPM,7929536
112.87,1.56256E+12,113.48,112.5,112.96,JPM,6917209
113.35,1.56265E+12,113.49,112.1503,112.28,JPM,8947322
113.02,1.56273E+12,113.83,112.74,113.37,JPM,9242253
114.1,1.56282E+12,114.355,113.12,113.37,JPM,11595170
115.3,1.56291E+12,115.35,113.93,114.13,JPM,10783395
113.9,1.56317E+12,115.57,113.53,115.54,JPM,12946597
115.12,1.56325E+12,115.5,112.92,113.48,JPM,16944998
113.99,1.56334E+12,114.94,113.73,114.43,JPM,13120924
114.67,1.56343E+12,115.07,113.55,113.93,JPM,9400654
113.54,1.56351E+12,115.12,113.4,114.89,JPM,10402772
114.27,1.56377E+12,114.45,112.77,112.91,JPM,9061487
116.36,1.56386E+12,116.45,114.82,114.88,JPM,12752167
116.83,1.56394E+12,116.88,115.52,115.58,JPM,10011034
115.71,1.56403E+12,117.24,115.315,116.89,JPM,10138368
116.22,1.56412E+12,116.51,115.53,115.77,JPM,12800364
115.85,1.56438E+12,117.18,115.79,116.46,JPM,8500370
115.59,1.56446E+12,116.08,114.76,115.19,JPM,7121146
116,1.56455E+12,116.18,114.86,116.1,JPM,13647968
112.94,1.56464E+12,116.8,112.595,115.33,JPM,15664530
112.93,1.56472E+12,113.43,111.4,112.4,JPM,11025527
109.57,1.56498E+12,110.98,108.265,110.79,JPM,15855328
110.43,1.56507E+12,110.5,108.34,110.05,JPM,10203487
108.03,1.56515E+12,108.28,105.94,108,JPM,17320865
109.86,1.56524E+12,110.08,108.72,109.05,JPM,10903331
109.74,1.56533E+12,110.445,108.29,109.35,JPM,9980834
107.68,1.56559E+12,108.5146,107.21,108.44,JPM,9389209
109.34,1.56567E+12,110.33,107.03,107.95,JPM,12236560
104.8,1.56576E+12,106.91,104.45,106.3,JPM,19491849
105.2,1.56585E+12,106.38,104.34,104.82,JPM,13365567
107.72,1.56593E+12,107.98,105.87,106.37,JPM,11830550
108.69,1.56619E+12,109.75,108.415,109.63,JPM,8265570
107.31,1.56628E+12,108.44,107.24,107.85,JPM,8376105
107.61,1.56636E+12,108.43,107.445,108.21,JPM,8189648
108.72,1.56645E+12,109.265,107.93,108.37,JPM,9343395
106.02,1.56654E+12,108.78,105.11,108,JPM,14764096
106.87,1.5668E+12,106.99,106.01,106.62,JPM,8211955
105.74,1.56688E+12,107.56,104.84,107.35,JPM,14335951
106.8,1.56697E+12,107.21,105.04,105.08,JPM,10593762
109.22,1.56705E+12,109.89,108.02,108.14,JPM,10002439
109.86,1.56714E+12,110.56,109.47,109.84,JPM,10170346
108.56,1.56749E+12,108.99,107.3167,108.98,JPM,9869174
109.87,1.56757E+12,110.22,108.56,109.45,JPM,6944055
112.37,1.56766E+12,113.72,111.2,111.25,JPM,13226615
112.61,1.56775E+12,112.98,111.9636,112.66,JPM,7836735
115.4,1.56801E+12,116.055,113.6,113.71,JPM,13985144
116.87,1.56809E+12,117.27,115.7275,116.3,JPM,14333096
117.19,1.56818E+12,117.2,115.38,116.89,JPM,9919217
117.91,1.56826E+12,118.473,115.92,116.55,JPM,12283450
120.23,1.56835E+12,120.4,118.75,119,JPM,16257246
119.16,1.56861E+12,119.8699,118.38,118.9,JPM,11993932
118.57,1.5687E+12,118.61,117.24,118.42,JPM,10819727
119.76,1.56878E+12,120.08,117.75,118.32,JPM,10716320
119.38,1.56887E+12,120.3396,119.09,119.7,JPM,9460470
118.9,1.56896E+12,120.34,118.87,119.74,JPM,22076823
118.88,1.56921E+12,119.12,117.68,117.78,JPM,9184038
117.33,1.5693E+12,119.26,117.04,118.75,JPM,11851899
118,1.56939E+12,118.36,117.12,117.27,JPM,10269021
117.03,1.56947E+12,118.05,116.95,117.88,JPM,9920613
117.72,1.56956E+12,118.635,117.28,117.96,JPM,10207958
117.69,1.56982E+12,118.77,117.215,118.36,JPM,9800755
115.55,1.56991E+12,119,115.41,118.4,JPM,11328624
113.25,1.56999E+12,114.9,112.93,114.81,JPM,12630337
112.19,1.57008E+12,112.91,110.52,112.27,JPM,13102112
114.62,1.57017E+12,114.94,112.27,112.34,JPM,9622741
114.37,1.57042E+12,115.5,114.07,114.19,JPM,6816951
111.82,1.57051E+12,113.06,111.66,113.06,JPM,11588324
112.63,1.5706E+12,113.16,112.07,112.67,JPM,7339861
114.21,1.57068E+12,115.4,113,113.14,JPM,11388900
116.14,1.57077E+12,117.99,115.865,116.03,JPM,15193768
116.45,1.57103E+12,116.87,115.66,115.85,JPM,8878537
119.96,1.57112E+12,121.59,117.87,118.85,JPM,30522338
119.68,1.5712E+12,120.62,119.38,119.96,JPM,11632039
120.35,1.57129E+12,121.57,119.88,120.75,JPM,11064912
120.56,1.57137E+12,121.02,119.86,120,JPM,10418383
123.55,1.57163E+12,123.77,121.99,122.05,JPM,13272678
124.79,1.57172E+12,125.1,123.12,123.45,JPM,12657085
125.12,1.57181E+12,125.15,124.165,124.2,JPM,9397328
125.03,1.57189E+12,125.66,124.07,125.29,JPM,8057164
126.03,1.57198E+12,126.65,124.75,125,JPM,9055690
126.51,1.57224E+12,127.21,126.4,126.57,JPM,9522184
